Clusters	Supercluster	roi	regions	n_cells_cluster	n_cells_roi	n_cells_region
259	MGE interneuron	Human CA1-2R	Hippocampus	43	9696	237728
259	MGE interneuron	Human SEP	BasalForebrain	119	20447	186315
259	MGE interneuron	Human CEN	Amygdala	85	30013	185429
259	MGE interneuron	Human A32	Frontal_cortex	634	22757	310434
259	MGE interneuron	Human Pro	Occipital_cortex	218	25284	112307
259	MGE interneuron	Human PTR	Midbrain	2	23580	127333
259	MGE interneuron	Human A35-A36	Temporal_cortex	221	21708	403268
259	MGE interneuron	Human V2	Occipital_cortex	229	29649	112307
259	MGE interneuron	Human HTHso	Hypothalamus	190	9535	110066
259	MGE interneuron	Human CA1C-CA3C	Hippocampus	26	32432	237728
259	MGE interneuron	Human CA1R-CA2R-CA3R	Hippocampus	63	21695	237728
259	MGE interneuron	Human FI	Frontal_cortex	407	32607	310434
259	MGE interneuron	Human A1C	Temporal_cortex	284	30175	403268
259	MGE interneuron	Human ACC	Limbic_cortex	476	28494	125352
259	MGE interneuron	Human V1C	Occipital_cortex	119	30599	112307
259	MGE interneuron	Human CoA	Amygdala	52	8288	185429
259	MGE interneuron	Human La	Amygdala	71	24560	185429
259	MGE interneuron	Human DGR-CA4Rpy	Hippocampus	8	16472	237728
259	MGE interneuron	Human A14	Frontal_cortex	193	13473	310434
259	MGE interneuron	Human PAG-DR	Midbrain	8	10665	127333
259	MGE interneuron	Human SC	Midbrain	5	27156	127333
259	MGE interneuron	Human CA1	Hippocampus	21	14677	237728
259	MGE interneuron	Human A5-A7	Parietal_cortex	483	32527	143001
259	MGE interneuron	Human Pu	BasalForebrain	15	30723	186315
259	MGE interneuron	Human SI	BasalForebrain	66	33357	186315
259	MGE interneuron	Human CA2U-CA3U	Hippocampus	7	11268	237728
259	MGE interneuron	Human BNST	Amygdala	21	31259	185429
259	MGE interneuron	Human MN	Hypothalamus	1	17272	110066
259	MGE interneuron	Human CaB	BasalForebrain	2	29889	186315
259	MGE interneuron	Human HTHpo	Hypothalamus	3	13248	110066
259	MGE interneuron	Human RN	Midbrain	1	1731	127333
259	MGE interneuron	Human DGU-CA4Upy	Hippocampus	2	22000	237728
259	MGE interneuron	Human HTHtub	Hypothalamus	5	10976	110066
259	MGE interneuron	Human MD	Thalamus	5	17500	212413
259	MGE interneuron	Human ANC	Thalamus	3	24985	212413
259	MGE interneuron	Human IO	Medulla	1	10446	47114
259	MGE interneuron	Human PN	Pons	2	18214	106554
259	MGE interneuron	Human GPi	BasalForebrain	1	1511	186315
259	MGE interneuron	Human LP	Thalamus	2	12519	212413
259	MGE interneuron	Human CbDN	Cerebellum	2	23155	102634
259	MGE interneuron	Human SN	Midbrain	2	8425	127333
259	MGE interneuron	Human NAC	BasalForebrain	3	27406	186315
259	MGE interneuron	Human HTHso-HTHtub	Hypothalamus	1	15499	110066
259	MGE interneuron	Human MG	Thalamus	1	10529	212413
259	MGE interneuron	Human CM	Thalamus	1	5997	212413
259	MGE interneuron	Human Pul	Thalamus	2	30449	212413
259	MGE interneuron	Human LG	Thalamus	2	40223	212413
260	MGE interneuron	Human LEC	Temporal_cortex	255	29852	403268
260	MGE interneuron	Human A32	Frontal_cortex	224	22757	310434
260	MGE interneuron	Human A13	Frontal_cortex	227	32634	310434
260	MGE interneuron	Human MEC	Temporal_cortex	562	46874	403268
260	MGE interneuron	Human TH-TL	Limbic_cortex	192	32230	125352
260	MGE interneuron	Human M1C	Frontal_cortex	231	110246	310434
260	MGE interneuron	Human Pir	Paleocortex	229	32175	61436
260	MGE interneuron	Human A46	Frontal_cortex	128	27923	310434
260	MGE interneuron	Human ITG	Temporal_cortex	73	26596	403268
260	MGE interneuron	Human A35-A36	Temporal_cortex	59	21708	403268
260	MGE interneuron	Human Idg	Temporal_cortex	302	36450	403268
260	MGE interneuron	Human MTG	Temporal_cortex	147	85093	403268
260	MGE interneuron	Human A25	Frontal_cortex	389	35100	310434
260	MGE interneuron	Human A43	Parietal_cortex	184	39028	143001
260	MGE interneuron	Human TF	Temporal_cortex	63	29403	403268
260	MGE interneuron	Human A23	Limbic_cortex	116	32979	125352
260	MGE interneuron	Human A5-A7	Parietal_cortex	51	32527	143001
260	MGE interneuron	Human Sub	Hippocampus	95	27772	237728
260	MGE interneuron	Human FI	Frontal_cortex	387	32607	310434
260	MGE interneuron	Human BM	Amygdala	50	26270	185429
260	MGE interneuron	Human A29-A30	Limbic_cortex	75	31649	125352
260	MGE interneuron	Human A40	Parietal_cortex	78	35993	143001
260	MGE interneuron	Human SEP	BasalForebrain	85	20447	186315
260	MGE interneuron	Human A14	Frontal_cortex	86	13473	310434
260	MGE interneuron	Human ACC	Limbic_cortex	363	28494	125352
260	MGE interneuron	Human A38	Temporal_cortex	232	34466	403268
260	MGE interneuron	Human Cla	BasalForebrain	120	27853	186315
260	MGE interneuron	Human Ig	Temporal_cortex	86	35308	403268
260	MGE interneuron	Human STG	Temporal_cortex	58	27340	403268
260	MGE interneuron	Human A19	Occipital_cortex	35	26775	112307
260	MGE interneuron	Human A1C	Temporal_cortex	42	30175	403268
260	MGE interneuron	Human BL	Amygdala	31	30681	185429
260	MGE interneuron	Human CoA	Amygdala	85	8288	185429
260	MGE interneuron	Human Pro	Occipital_cortex	15	25284	112307
260	MGE interneuron	Human AON	Paleocortex	251	29261	61436
260	MGE interneuron	Human A44-A45	Frontal_cortex	141	35694	310434
260	MGE interneuron	Human SI	BasalForebrain	53	33357	186315
260	MGE interneuron	Human S1C	Parietal_cortex	58	35453	143001
260	MGE interneuron	Human BNST	Amygdala	21	31259	185429
260	MGE interneuron	Human CEN	Amygdala	27	30013	185429
260	MGE interneuron	Human HTHso	Hypothalamus	167	9535	110066
260	MGE interneuron	Human La	Amygdala	44	24560	185429
260	MGE interneuron	Human V1C	Occipital_cortex	3	30599	112307
260	MGE interneuron	Human V2	Occipital_cortex	23	29649	112307
260	MGE interneuron	Human CA1U-CA2U-CA3U	Hippocampus	11	31168	237728
260	MGE interneuron	Human CMN	Amygdala	29	34358	185429
260	MGE interneuron	Human CA1	Hippocampus	3	14677	237728
260	MGE interneuron	Human HTHpo	Hypothalamus	1	13248	110066
260	MGE interneuron	Human HTHtub	Hypothalamus	6	10976	110066
260	MGE interneuron	Human LG	Thalamus	1	40223	212413
260	MGE interneuron	Human Pu	BasalForebrain	2	30723	186315
260	MGE interneuron	Human CA1C-CA3C	Hippocampus	3	32432	237728
260	MGE interneuron	Human CA1-2R	Hippocampus	4	9696	237728
260	MGE interneuron	Human CA1R-CA2R-CA3R	Hippocampus	3	21695	237728
260	MGE interneuron	Human PAG-DR	Midbrain	6	10665	127333
261	MGE interneuron	Human CA1	Hippocampus	6	14677	237728
261	MGE interneuron	Human A23	Limbic_cortex	748	32979	125352
261	MGE interneuron	Human A40	Parietal_cortex	863	35993	143001
261	MGE interneuron	Human TF	Temporal_cortex	526	29403	403268
261	MGE interneuron	Human STG	Temporal_cortex	613	27340	403268
261	MGE interneuron	Human MTG	Temporal_cortex	1395	85093	403268
261	MGE interneuron	Human V1C	Occipital_cortex	679	30599	112307
261	MGE interneuron	Human Cla	BasalForebrain	212	27853	186315
261	MGE interneuron	Human A46	Frontal_cortex	701	27923	310434
261	MGE interneuron	Human A29-A30	Limbic_cortex	1029	31649	125352
261	MGE interneuron	Human M1C	Frontal_cortex	2837	110246	310434
261	MGE interneuron	Human ITG	Temporal_cortex	493	26596	403268
261	MGE interneuron	Human A43	Parietal_cortex	776	39028	143001
261	MGE interneuron	Human A13	Frontal_cortex	600	32634	310434
261	MGE interneuron	Human FI	Frontal_cortex	300	32607	310434
261	MGE interneuron	Human V2	Occipital_cortex	766	29649	112307
261	MGE interneuron	Human ACC	Limbic_cortex	317	28494	125352
261	MGE interneuron	Human A1C	Temporal_cortex	586	30175	403268
261	MGE interneuron	Human A14	Frontal_cortex	144	13473	310434
261	MGE interneuron	Human Idg	Temporal_cortex	285	36450	403268
261	MGE interneuron	Human MEC	Temporal_cortex	714	46874	403268
261	MGE interneuron	Human LEC	Temporal_cortex	93	29852	403268
261	MGE interneuron	Human Ig	Temporal_cortex	560	35308	403268
261	MGE interneuron	Human S1C	Parietal_cortex	862	35453	143001
261	MGE interneuron	Human A19	Occipital_cortex	589	26775	112307
261	MGE interneuron	Human TH-TL	Limbic_cortex	378	32230	125352
261	MGE interneuron	Human Sub	Hippocampus	197	27772	237728
261	MGE interneuron	Human A32	Frontal_cortex	411	22757	310434
261	MGE interneuron	Human A38	Temporal_cortex	320	34466	403268
261	MGE interneuron	Human CA1U-CA2U-CA3U	Hippocampus	50	31168	237728
261	MGE interneuron	Human A25	Frontal_cortex	450	35100	310434
261	MGE interneuron	Human Pul	Thalamus	41	30449	212413
261	MGE interneuron	Human A5-A7	Parietal_cortex	732	32527	143001
261	MGE interneuron	Human A44-A45	Frontal_cortex	884	35694	310434
261	MGE interneuron	Human Pro	Occipital_cortex	493	25284	112307
261	MGE interneuron	Human CoA	Amygdala	8	8288	185429
261	MGE interneuron	Human CA1-2R	Hippocampus	32	9696	237728
261	MGE interneuron	Human Pir	Paleocortex	89	32175	61436
261	MGE interneuron	Human AON	Paleocortex	156	29261	61436
261	MGE interneuron	Human LG	Thalamus	37	40223	212413
261	MGE interneuron	Human CM-Pf	Thalamus	3	15984	212413
261	MGE interneuron	Human HTHso	Hypothalamus	23	9535	110066
261	MGE interneuron	Human A35-A36	Temporal_cortex	102	21708	403268
261	MGE interneuron	Human SEP	BasalForebrain	68	20447	186315
261	MGE interneuron	Human PAG-DR	Midbrain	1	10665	127333
261	MGE interneuron	Human CEN	Amygdala	51	30013	185429
261	MGE interneuron	Human VLN	Thalamus	12	14486	212413
261	MGE interneuron	Human La	Amygdala	16	24560	185429
261	MGE interneuron	Human MN	Hypothalamus	1	17272	110066
261	MGE interneuron	Human ANC	Thalamus	19	24985	212413
261	MGE interneuron	Human MD	Thalamus	12	17500	212413
261	MGE interneuron	Human MD-Re	Thalamus	3	8918	212413
261	MGE interneuron	Human CA1R-CA2R-CA3R	Hippocampus	4	21695	237728
261	MGE interneuron	Human SI	BasalForebrain	12	33357	186315
261	MGE interneuron	Human BM	Amygdala	85	26270	185429
261	MGE interneuron	Human SC	Midbrain	20	27156	127333
261	MGE interneuron	Human LP	Thalamus	10	12519	212413
261	MGE interneuron	Human BL	Amygdala	5	30681	185429
261	MGE interneuron	Human DGR-CA4Rpy	Hippocampus	8	16472	237728
261	MGE interneuron	Human VA	Thalamus	1	4235	212413
261	MGE interneuron	Human Pu	BasalForebrain	10	30723	186315
261	MGE interneuron	Human HTHso-HTHtub	Hypothalamus	3	15499	110066
261	MGE interneuron	Human PTR	Midbrain	1	23580	127333
261	MGE interneuron	Human CMN	Amygdala	1	34358	185429
261	MGE interneuron	Human HTHtub	Hypothalamus	1	10976	110066
261	MGE interneuron	Human BNST	Amygdala	2	31259	185429
261	MGE interneuron	Human CA1C-CA3C	Hippocampus	1	32432	237728
261	MGE interneuron	Human VPL	Thalamus	2	2309	212413
261	MGE interneuron	Human MG	Thalamus	1	10529	212413
261	MGE interneuron	Human DGR-CA4	Hippocampus	1	9164	237728
261	MGE interneuron	Human CA4C-DGC	Hippocampus	3	36588	237728
261	MGE interneuron	Human DGU-CA4Upy	Hippocampus	1	22000	237728
261	MGE interneuron	Human HTHma	Hypothalamus	1	9022	110066
261	MGE interneuron	Human GPe	BasalForebrain	1	15129	186315
262	MGE interneuron	Human A29-A30	Limbic_cortex	452	31649	125352
262	MGE interneuron	Human MTG	Temporal_cortex	804	85093	403268
262	MGE interneuron	Human V2	Occipital_cortex	315	29649	112307
262	MGE interneuron	Human A5-A7	Parietal_cortex	298	32527	143001
262	MGE interneuron	Human A38	Temporal_cortex	202	34466	403268
262	MGE interneuron	Human ITG	Temporal_cortex	306	26596	403268
262	MGE interneuron	Human AON	Paleocortex	142	29261	61436
262	MGE interneuron	Human M1C	Frontal_cortex	882	110246	310434
262	MGE interneuron	Human A40	Parietal_cortex	381	35993	143001
262	MGE interneuron	Human LEC	Temporal_cortex	73	29852	403268
262	MGE interneuron	Human V1C	Occipital_cortex	170	30599	112307
262	MGE interneuron	Human A25	Frontal_cortex	395	35100	310434
262	MGE interneuron	Human SEP	BasalForebrain	76	20447	186315
262	MGE interneuron	Human TF	Temporal_cortex	392	29403	403268
262	MGE interneuron	Human BM	Amygdala	85	26270	185429
262	MGE interneuron	Human FI	Frontal_cortex	170	32607	310434
262	MGE interneuron	Human A23	Limbic_cortex	285	32979	125352
262	MGE interneuron	Human Sub	Hippocampus	143	27772	237728
262	MGE interneuron	Human A43	Parietal_cortex	407	39028	143001
262	MGE interneuron	Human STG	Temporal_cortex	308	27340	403268
262	MGE interneuron	Human ACC	Limbic_cortex	263	28494	125352
262	MGE interneuron	Human S1C	Parietal_cortex	289	35453	143001
262	MGE interneuron	Human TH-TL	Limbic_cortex	234	32230	125352
262	MGE interneuron	Human Pu	BasalForebrain	5	30723	186315
262	MGE interneuron	Human A19	Occipital_cortex	310	26775	112307
262	MGE interneuron	Human Ig	Temporal_cortex	296	35308	403268
262	MGE interneuron	Human CA1-2R	Hippocampus	3	9696	237728
262	MGE interneuron	Human HTHso	Hypothalamus	34	9535	110066
262	MGE interneuron	Human La	Amygdala	7	24560	185429
262	MGE interneuron	Human A14	Frontal_cortex	121	13473	310434
262	MGE interneuron	Human A1C	Temporal_cortex	270	30175	403268
262	MGE interneuron	Human Pro	Occipital_cortex	218	25284	112307
262	MGE interneuron	Human CA1R-CA2R-CA3R	Hippocampus	24	21695	237728
262	MGE interneuron	Human A13	Frontal_cortex	322	32634	310434
262	MGE interneuron	Human MEC	Temporal_cortex	53	46874	403268
262	MGE interneuron	Human CA1	Hippocampus	3	14677	237728
262	MGE interneuron	Human CEN	Amygdala	21	30013	185429
262	MGE interneuron	Human Pir	Paleocortex	69	32175	61436
262	MGE interneuron	Human A46	Frontal_cortex	309	27923	310434
262	MGE interneuron	Human Idg	Temporal_cortex	201	36450	403268
262	MGE interneuron	Human A44-A45	Frontal_cortex	336	35694	310434
262	MGE interneuron	Human Cla	BasalForebrain	110	27853	186315
262	MGE interneuron	Human A32	Frontal_cortex	216	22757	310434
262	MGE interneuron	Human A35-A36	Temporal_cortex	70	21708	403268
262	MGE interneuron	Human HTHma-HTHtub	Hypothalamus	1	16512	110066
262	MGE interneuron	Human CoA	Amygdala	4	8288	185429
262	MGE interneuron	Human HTHpo	Hypothalamus	1	13248	110066
262	MGE interneuron	Human SI	BasalForebrain	17	33357	186315
262	MGE interneuron	Human CA1U-CA2U-CA3U	Hippocampus	9	31168	237728
262	MGE interneuron	Human Pul	Thalamus	2	30449	212413
262	MGE interneuron	Human CA1C-CA3C	Hippocampus	2	32432	237728
262	MGE interneuron	Human CMN	Amygdala	2	34358	185429
262	MGE interneuron	Human LG	Thalamus	1	40223	212413
262	MGE interneuron	Human PAG-DR	Midbrain	3	10665	127333
262	MGE interneuron	Human MN	Hypothalamus	1	17272	110066
262	MGE interneuron	Human CA4C-DGC	Hippocampus	3	36588	237728
262	MGE interneuron	Human HTHma	Hypothalamus	1	9022	110066
262	MGE interneuron	Human BNST	Amygdala	2	31259	185429
263	MGE interneuron	Human M1C	Frontal_cortex	1222	110246	310434
263	MGE interneuron	Human A43	Parietal_cortex	235	39028	143001
263	MGE interneuron	Human A29-A30	Limbic_cortex	698	31649	125352
263	MGE interneuron	Human A44-A45	Frontal_cortex	211	35694	310434
263	MGE interneuron	Human S1C	Parietal_cortex	404	35453	143001
263	MGE interneuron	Human V1C	Occipital_cortex	614	30599	112307
263	MGE interneuron	Human V2	Occipital_cortex	232	29649	112307
263	MGE interneuron	Human Ig	Temporal_cortex	251	35308	403268
263	MGE interneuron	Human A19	Occipital_cortex	134	26775	112307
263	MGE interneuron	Human A1C	Temporal_cortex	381	30175	403268
263	MGE interneuron	Human A25	Frontal_cortex	39	35100	310434
263	MGE interneuron	Human ITG	Temporal_cortex	72	26596	403268
263	MGE interneuron	Human MTG	Temporal_cortex	212	85093	403268
263	MGE interneuron	Human STG	Temporal_cortex	212	27340	403268
263	MGE interneuron	Human LEC	Temporal_cortex	4	29852	403268
263	MGE interneuron	Human A23	Limbic_cortex	208	32979	125352
263	MGE interneuron	Human AON	Paleocortex	15	29261	61436
263	MGE interneuron	Human TF	Temporal_cortex	105	29403	403268
263	MGE interneuron	Human Pro	Occipital_cortex	168	25284	112307
263	MGE interneuron	Human Idg	Temporal_cortex	29	36450	403268
263	MGE interneuron	Human TH-TL	Limbic_cortex	52	32230	125352
263	MGE interneuron	Human A5-A7	Parietal_cortex	199	32527	143001
263	MGE interneuron	Human BM	Amygdala	13	26270	185429
263	MGE interneuron	Human Pir	Paleocortex	21	32175	61436
263	MGE interneuron	Human A32	Frontal_cortex	159	22757	310434
263	MGE interneuron	Human A13	Frontal_cortex	175	32634	310434
263	MGE interneuron	Human A46	Frontal_cortex	142	27923	310434
263	MGE interneuron	Human Sub	Hippocampus	22	27772	237728
263	MGE interneuron	Human FI	Frontal_cortex	30	32607	310434
263	MGE interneuron	Human A38	Temporal_cortex	37	34466	403268
263	MGE interneuron	Human A40	Parietal_cortex	188	35993	143001
263	MGE interneuron	Human Cla	BasalForebrain	39	27853	186315
263	MGE interneuron	Human Pul	Thalamus	3	30449	212413
263	MGE interneuron	Human A14	Frontal_cortex	9	13473	310434
263	MGE interneuron	Human ACC	Limbic_cortex	21	28494	125352
263	MGE interneuron	Human A35-A36	Temporal_cortex	5	21708	403268
263	MGE interneuron	Human SC	Midbrain	2	27156	127333
263	MGE interneuron	Human MEC	Temporal_cortex	7	46874	403268
263	MGE interneuron	Human PAG-DR	Midbrain	1	10665	127333
263	MGE interneuron	Human La	Amygdala	3	24560	185429
263	MGE interneuron	Human MD	Thalamus	2	17500	212413
263	MGE interneuron	Human ANC	Thalamus	1	24985	212413
263	MGE interneuron	Human ETH	Thalamus	1	22261	212413
263	MGE interneuron	Human LP	Thalamus	2	12519	212413
263	MGE interneuron	Human CA1U-CA2U-CA3U	Hippocampus	2	31168	237728
263	MGE interneuron	Human LG	Thalamus	3	40223	212413
263	MGE interneuron	Human HTHso-HTHtub	Hypothalamus	1	15499	110066
263	MGE interneuron	Human CA2U-CA3U	Hippocampus	1	11268	237728
264	LAMP5-LHX6 and Chandelier	Human Idg	Temporal_cortex	66	36450	403268
264	LAMP5-LHX6 and Chandelier	Human S1C	Parietal_cortex	374	35453	143001
264	LAMP5-LHX6 and Chandelier	Human V2	Occipital_cortex	234	29649	112307
264	LAMP5-LHX6 and Chandelier	Human A46	Frontal_cortex	141	27923	310434
264	LAMP5-LHX6 and Chandelier	Human A44-A45	Frontal_cortex	231	35694	310434
264	LAMP5-LHX6 and Chandelier	Human V1C	Occipital_cortex	179	30599	112307
264	LAMP5-LHX6 and Chandelier	Human M1C	Frontal_cortex	431	110246	310434
264	LAMP5-LHX6 and Chandelier	Human ITG	Temporal_cortex	187	26596	403268
264	LAMP5-LHX6 and Chandelier	Human A32	Frontal_cortex	193	22757	310434
264	LAMP5-LHX6 and Chandelier	Human A29-A30	Limbic_cortex	321	31649	125352
264	LAMP5-LHX6 and Chandelier	Human A38	Temporal_cortex	106	34466	403268
